BIZ_UNIT	PD_S_C	PD_S_NM	PD_M_NM	PD_H_NM
A03	0768	일회용용기	주방용품	생활잡화
A03	0769	일회용젓가락/숟가락	주방용품	생활잡화
A03	0770	기타주방일회용품	주방용품	생활잡화
A03	0771	밀대청소기	청소욕실용품	생활잡화
A03	0772	걸레/청소포	청소욕실용품	생활잡화
A03	0773	빗자루/쓰레받이	청소욕실용품	생활잡화
A03	0774	휴지통	청소욕실용품	생활잡화
A03	0775	테이프크리너	청소욕실용품	생활잡화
A03	0776	종량제봉투	청소욕실용품	생활잡화
A03	0777	기타청소용품	청소욕실용품	생활잡화
A03	0778	바구니	청소욕실용품	생활잡화
A03	0779	옷걸이	청소욕실용품	생활잡화
A03	0780	기타정리용품	청소욕실용품	생활잡화
A03	0781	빨래건조대	청소욕실용품	생활잡화
A03	0782	다림판	청소욕실용품	생활잡화
A03	0783	세탁/건조보조용품	청소욕실용품	생활잡화
A03	0784	수건	청소욕실용품	생활잡화
A03	0785	목욕타올	청소욕실용품	생활잡화
A03	0786	욕실발판	청소욕실용품	생활잡화
A03	0787	변기시트/커버	청소욕실용품	생활잡화
A03	0788	욕실화	청소욕실용품	생활잡화
A03	0789	욕실소품	청소욕실용품	생활잡화
A03	0790	수도용품	전기전자	생활잡화
A03	0791	성인이불/이불커버	의류잡화	생활잡화
A03	0792	연필	문화용품	생활잡화
A03	0793	볼펜	문화용품	생활잡화
A03	0794	매직/보드마카	문화용품	생활잡화
A03	0795	형광펜	문화용품	생활잡화
A03	0796	샤프/샤프심	문화용품	생활잡화
A03	0797	수정용품	문화용품	생활잡화
A03	0798	물감	문화용품	생활잡화
A03	0799	색연필	문화용품	생활잡화
A03	0800	채색도구	문화용품	생활잡화
A03	0801	스케치북	문화용품	생활잡화
A03	0802	도화지/미술용지	문화용품	생활잡화
A03	0803	색종이	문화용품	생활잡화
A03	0804	다이어리	문화용품	생활잡화
A03	0805	수첩메모	문화용품	생활잡화
A03	0806	일반노트	문화용품	생활잡화
A03	0807	초등노트	문화용품	생활잡화
A03	0808	자석놀이	문화용품	생활잡화
A03	0809	테이프	문화용품	생활잡화
A03	0810	풀	문화용품	생활잡화
A03	0811	칼/가위	문화용품	생활잡화
A03	0812	보드류	문화용품	생활잡화
A03	0813	파일/바인더	문화용품	생활잡화
A03	0814	기타일반문구/사무용품	문화용품	생활잡화
A03	0815	포스트잇	문화용품	생활잡화
A03	0816	견출지/분류스티커	문화용품	생활잡화
A03	0817	봉투류	문화용품	생활잡화
A03	0818	서식지	문화용품	생활잡화
A03	0819	복사용지	문화용품	생활잡화
A03	0820	패션스티커	문화용품	생활잡화
A03	0821	편지지/편지봉투	문화용품	생활잡화
A03	0822	카드	문화용품	생활잡화
A03	0823	쇼핑백	문화용품	생활잡화
A03	0824	파티장식/소품	문화용품	생활잡화
A03	0825	풍선	문화용품	생활잡화
A03	0826	화투/카드	문화용품	생활잡화
A03	0827	기타파티/팬시용품	문화용품	생활잡화
A03	0828	유아서적	문화용품	생활잡화
A03	0829	아동서적	문화용품	생활잡화
A03	0830	일반서적	문화용품	생활잡화
A03	0831	일반교육완구	문화용품	생활잡화
A03	0832	자연/과학완구	문화용품	생활잡화
A03	0833	미술/창작완구	문화용품	생활잡화
A03	0834	스포츠완구	문화용품	생활잡화
A03	0835	실외놀이완구	문화용품	생활잡화
A03	0836	물놀이용품	문화용품	생활잡화
A03	0837	미니자동차	문화용품	생활잡화
A03	0838	피규어	문화용품	생활잡화
A03	0839	콜렉션인형	문화용품	생활잡화
A03	0840	DIY완구	문화용품	생활잡화
A03	0841	선풍기	전기전자	생활잡화
A03	0842	히터	전기전자	생활잡화
A03	0843	전기요	전기전자	생활잡화
A03	0844	전기매트	전기전자	생활잡화
A03	0845	기타난방가전	전기전자	생활잡화
A03	0846	모바일배터리/충전기	전기전자	생활잡화
A03	0847	이어폰/헤드폰	전기전자	생활잡화
A03	0848	케이스/보호필름	전기전자	생활잡화
A03	0849	기타모바일액세서리	전기전자	생활잡화
A03	0850	공기청정기	전기전자	생활잡화
A03	0851	핸디형청소기	전기전자	생활잡화
A03	0852	다리미	전기전자	생활잡화
A03	0853	헤어드라이어	전기전자	생활잡화
A02	0300	남주니어양말	주니어양말	양말
A03	0855	전기밥솥	전기전자	생활잡화
A03	0856	인덕션/가스레인지	전기전자	생활잡화
A03	0857	요구르트/청국장제조기	전기전자	생활잡화
A03	0858	기타주방가전	전기전자	생활잡화
A03	0859	저장장치	전기전자	생활잡화
A03	0860	마우스	전기전자	생활잡화
A03	0861	스피커	전기전자	생활잡화
A03	0862	기타컴퓨터액세서리	전기전자	생활잡화
A03	0863	기타등산용품	레저취미	생활잡화
A03	0864	기타캠핑용품	레저취미	생활잡화
A03	0865	일반비타민	건강식품	일반식품
A03	0866	건강보조식품세트	건강식품	일반식품
A03	0867	홍삼세트	건강식품	일반식품
A03	0868	홍삼/인삼혼합세트	건강식품	일반식품
A03	0869	토종꿀	건강식품	일반식품
A03	0870	양봉꿀	건강식품	일반식품
A03	0871	꿀세트	건강식품	일반식품
A03	0872	안전상비의약외품	위생용품	일상용품
A03	0873	콘돔	위생용품	일상용품
A03	0874	건강마스크	전기전자	생활잡화
A03	0875	밴드류	위생용품	일상용품
A03	0876	렌즈관리용품	위생용품	일상용품
A03	0877	손난로/핫팩	레저취미	생활잡화
A03	0878	체중계/신장계	전기전자	생활잡화
A03	0879	수입담배	담배	일반식품
A03	0880	국산담배	담배	일반식품
A03	0881	유아용화장품	유아용품	일상용품
A03	0882	유아용샴푸/바디워시	유아용품	일상용품
A03	0883	유아/아동용치약	유아용품	일상용품
A03	0884	유아/아동용칫솔	유아용품	일상용품
A03	0885	유아목욕용품	유아용품	일상용품
A03	0886	유아용기저귀	유아용품	일상용품
A03	0887	유아용물티슈	화장지	일상용품
A03	0888	놀이방매트	청소욕실용품	생활잡화
A03	0889	목욕용장난감	문화용품	생활잡화
A03	0890	유아용세척용품	유아용품	일상용품
A03	0891	젖병소독/건조용품	유아용품	일상용품
A03	0892	젖병/젖꼭지	유아용품	일상용품
A03	0893	교통카드판매	서비스상품	생활잡화
A03	0894	공병/공박스	기타음주류	주류
A03	0895	생활잡화균일가	가정잡화	생활잡화
A02	0001	땅콩	건과	신선건강
A02	0002	호두	건과	신선건강
A02	0003	건과기타	건과	신선건강
A02	0004	일반미	양곡	양곡
A02	0005	시금치	잎채소	잎/샐러드채소
A02	0006	상추	잎채소	잎/샐러드채소
A02	0007	미나리	잎채소	잎/샐러드채소
A02	0008	부추	잎채소	잎/샐러드채소
A02	0009	쑥갓	잎채소	잎/샐러드채소
A02	0010	깻잎	잎채소	잎/샐러드채소
A02	0011	아욱	잎채소	잎/샐러드채소
A02	0012	근대	잎채소	잎/샐러드채소
A02	0013	양배추	잎채소	잎/샐러드채소
A02	0014	기타잎채소	잎채소	잎/샐러드채소
A02	0015	생나물	나물	두부/콩나물/나물
A02	0016	건나물	나물	두부/콩나물/나물
A02	0017	파프리카	샐러드채소	잎/샐러드채소
A02	0018	양상추	샐러드채소	잎/샐러드채소
A02	0019	피자	베이커리	F&B
A02	0020	브로콜리	샐러드채소	잎/샐러드채소
A02	0021	체/바구니	조리용기	쿠킹&테이블웨어
A02	0022	구색양채	샐러드채소	잎/샐러드채소
A02	0023	숙주나물	콩나물	두부/콩나물/나물
A02	0024	인삼세트	건강선물세트	신선건강
A02	0025	한방세트	건강선물세트	신선건강
A02	0026	활어회	생선회	생선회
A02	0027	일반회	생선회	생선회
A02	0028	참치회	생선회	생선회
A02	0029	시니어용품	시니어위생용품	위생용품
A02	0030	햄버거	Fast Food	테넌트
A02	0031	F/F기타	Fast Food	테넌트
A02	0032	사진관	편의시설	테넌트
A02	0033	안경점	편의시설	테넌트
A02	0034	유원시설	편의시설	테넌트
A02	0035	케찹	소스류	조미식품
A02	0036	마요네즈	소스류	조미식품
A02	0037	간장	장류	조미식품
A02	0038	고추장	장류	조미식품
A02	0039	된장	장류	조미식품
A02	0040	쌈장	장류	조미식품
A02	0041	춘장	장류	조미식품
A02	0042	참기름	식용유지	조미식품
A02	0043	조미혼합세트	조미선물세트	조미식품
A02	0044	분유	분유	인스턴트
A02	0045	이유식	분유	인스턴트
A02	0046	과일잼	잼	인스턴트
A02	0047	수산통조림	통조림	인스턴트
A02	0048	축산물통조림	통조림	인스턴트
A02	0049	통조림선물세트	인스턴트선물세트	인스턴트
A02	0050	녹차	차	"커피	차"
A02	0051	쿠키	비스켓	과자
A02	0052	젤리	캔디	과자
A02	0053	채소음료	과채음료	음료
A02	0054	사이다	탄산음료	음료
A02	0055	콜라	탄산음료	음료
A02	0056	이온음료	이온음료	음료
A02	0057	커피음료	커피차음료	음료
A02	0058	차음료	커피차음료	음료
A02	0059	의약외품음료	기능성음료	음료
A02	0060	병소주	소주	주류
A02	0061	페트소주	소주	주류
A02	0062	국산맥주	맥주	주류
A02	0063	수입맥주	맥주	주류
A02	0064	레드와인	와인	주류
A02	0065	화이트와인	와인	주류
A02	0066	와인선물세트	와인	주류
A02	0067	민속주	전통주	주류
A02	0068	막걸리	전통주	주류
A02	0069	분말세제	세탁세제	세제
A02	0070	세탁비누	세탁세제	세제
A02	0071	액체세제	세탁세제	세제
A02	0072	세탁보조제	세탁세제	세제
A02	0073	주거청소세제	주거세제	세제
A02	0074	식기세제	주방세제	세제
A02	0075	치약	구강용품	구강/헤어
A02	0076	칫솔	구강용품	구강/헤어
A02	0077	구강청결제	구강용품	구강/헤어
A02	0078	헤어스타일링	헤어스타일링	구강/헤어
A02	0079	세탁보조용품	세탁용품	청소/수납용품
A02	0080	의류수납용품	수납용품	청소/수납용품
A02	0081	선반	소가구	인테리어
A02	0082	기타소가구	소가구	인테리어
A02	0083	액자	장식용품	인테리어
A02	0084	시계	장식용품	인테리어
A02	0085	연필	필기도구	문구
A02	0086	펜	필기도구	문구
A02	0087	필통/파우치	필기도구	문구
A02	0088	연필깎이	필기도구	문구
A02	0089	샤프	필기도구	문구
A02	0983	야자	열대과일기타	열대과일
A02	0677	테이프크리너	청소편의도구	청소/수납용품
A02	0678	음식물봉투	종량제봉투	청소/수납용품
A02	0679	재사용봉투	종량제봉투	청소/수납용품
A02	0680	종량제봉투	종량제봉투	청소/수납용품
A02	0681	거실화	패브릭욕실용품	욕실용품
A02	0682	타월	패브릭욕실용품	욕실용품
A02	0683	패브릭욕실매트	패브릭욕실용품	욕실용품
A02	0684	다용도매트	매트	욕실용품
A02	0685	베란다/놀이방매트	매트	욕실용품
A02	0686	싱크매트	매트	욕실용품
A02	0687	온라인매트	매트	욕실용품
A02	0688	프리미엄다용도매트	프리미엄매트	욕실용품
A02	0689	프리미엄싱크매트	프리미엄매트	욕실용품
A02	0690	발판	일반욕실용품	욕실용품
A02	1302	수입파이	수입과자	과자
A02	1303	온라인수입과자	수입과자	과자
A02	1304	과자선물세트	종합과자	과자
A02	1305	캐릭터과자	종합과자	과자
A02	1306	온라인전통과자	전통과자	과자
A02	1307	팥빙수재료	전통과자	과자
A02	1308	한과	전통과자	과자
A02	1309	화과자	전통과자	과자
A02	1310	란제리행사	언더웨어행사	양말
A02	1311	홈웨어행사	언더웨어행사	양말
A02	1312	내의기타행사	언더웨어행사	양말
A02	1313	친환경김치채소	김치채소	잎/샐러드채소
A02	1314	친환경채소(특약)	잎채소	잎/샐러드채소
A02	1315	프라이팬	조리용기	쿠킹&테이블웨어
A02	1316	김특산물	특산물행사	"멸치	황태	미역"
A02	1317	멸치특산물	특산물행사	"멸치	황태	미역"
A02	1318	미역특산물	특산물행사	"멸치	황태	미역"
A02	1319	방충제	살충제	세제
A02	1320	겨울시즌용품	야외/시즌용품	주방잡화
A02	1321	브랜드세트	H&B선물세트	구강/헤어
A02	1322	종합세트	H&B선물세트	구강/헤어
A02	1323	마켓피자	베이커리	F&B
A02	0260	아이스크림	디저트	F&B
A02	0261	일마레피자	디저트	F&B
A02	0262	엠디월드피자	디저트	F&B
A02	0263	보네스빼피자	디저트	F&B
A02	0264	피자헛익스프레스	디저트	F&B
A02	0265	보네스빼	베이커리	F&B
A02	0266	빠뮤	베이커리	F&B
A02	0267	캐주얼양말	여성양말	양말
A02	0268	치간칫솔	구강용품	구강/헤어
A02	0269	새치용염색약	헤어스타일링	구강/헤어
A02	0270	칼라용염색약	헤어스타일링	구강/헤어
A02	0271	일반기획	일반헤어케어	구강/헤어
A02	0272	일반샴푸단품	일반헤어케어	구강/헤어
A02	0273	일반린스단품	일반헤어케어	구강/헤어
A02	0274	온라인일반헤어케어	일반헤어케어	구강/헤어
A02	0275	모근/한방샴푸	기능헤어케어	구강/헤어
A02	0276	두피샴푸	기능헤어케어	구강/헤어
A02	0277	내추럴샴푸	기능헤어케어	구강/헤어
A02	0278	스포츠양말	여성양말	양말
A02	0279	스니커즈	여성양말	양말
A02	0280	정장양말	여성양말	양말
A02	0281	반장	여성양말	양말
A02	0282	면타이즈	여성양말	양말
A02	0283	여성묶음양말	여성양말	양말
A02	0284	여성양말기획	여성양말	양말
A02	0285	수면양말	여성양말	양말
A02	0286	아동캐주얼	아동양말	양말
A02	0287	베이비양말	아동양말	양말
A02	0288	아동반장	아동양말	양말
A02	0289	아동타이즈	아동양말	양말
A02	0290	아동스니커즈	아동양말	양말
A02	0291	아동양말기획	아동양말	양말
A02	0292	아동묶음양말	아동양말	양말
A02	0293	아동수면양말	아동양말	양말
A02	0294	여성스타킹덧신	덧신	양말
A02	0295	여성면덧신	덧신	양말
A02	0296	여성양말덧신	덧신	양말
A02	0297	남성양말덧신	덧신	양말
A02	0298	아동실내덧신	덧신	양말
A02	0299	성인실내덧신	덧신	양말
A02	0641	온라인수족관용품	수족관용품	애완원예용품
A02	0301	여주니어양말	주니어양말	양말
A02	0302	주니어캐릭터	주니어양말	양말
A02	0303	남성양말선물세트	양말선물세트	양말
A02	0304	여성양말선물세트	양말선물세트	양말
A02	0305	아동양말선물세트	양말선물세트	양말
A02	0306	양말행사	언더웨어행사	양말
A02	0307	바캉스슈즈	시즌슈즈	패션슈즈
A02	0308	방한슈즈	시즌슈즈	패션슈즈
A02	0309	병행수입시즌슈즈	시즌슈즈	패션슈즈
A02	0310	런닝화	스포츠슈즈	패션슈즈
A02	0311	스니커즈	스포츠슈즈	패션슈즈
A02	0312	등산화	스포츠슈즈	패션슈즈
A02	0313	기능화	스포츠슈즈	패션슈즈
A02	0314	슬리퍼	스포츠슈즈	패션슈즈
A02	0315	병행수입스포츠슈즈	스포츠슈즈	패션슈즈
A02	0316	아동구두	아동슈즈	패션슈즈
A02	0317	아동운동화	아동슈즈	패션슈즈
A02	0318	아동실내화	아동슈즈	패션슈즈
A02	0319	아동시즌슈즈	아동슈즈	패션슈즈
A02	0320	병행수입아동슈즈	아동슈즈	패션슈즈
A02	0321	캐주얼단화	캐주얼슈즈	패션슈즈
A02	0322	캐주얼샌들	캐주얼슈즈	패션슈즈
A02	0323	캐주얼부츠	캐주얼슈즈	패션슈즈
A02	0324	드레스화	캐주얼슈즈	패션슈즈
A02	0325	즉석어포	즉석구이안주	마른안주
A02	0326	슈케어용품	슈즈용품	패션슈즈
A02	0327	풋케어용품	슈즈용품	패션슈즈
A02	0328	드레스화브랜드	드레스화브랜드	슈즈브랜드
A02	0329	드레스화브랜드행사	드레스화브랜드	슈즈브랜드
A02	0330	캐주얼화브랜드	캐주얼화브랜드	슈즈브랜드
A02	0331	캐주얼화브랜드행사	캐주얼화브랜드	슈즈브랜드
A02	0332	아동화브랜드	아동화브랜드	슈즈브랜드
A02	0333	아동화브랜드행사	아동화브랜드	슈즈브랜드
A02	0334	슈즈행사	슈즈행사	슈즈브랜드
A02	0335	준보석브랜드	준보석	잡화브랜드
A02	0336	시계브랜드	시계	잡화브랜드
A02	0337	액세서리브랜드	액세서리	잡화브랜드
A02	0338	액세서리편집	액세서리	잡화브랜드
A02	0339	선글라스브랜드	액세서리	잡화브랜드
A02	0340	선글라스편집	액세서리	잡화브랜드
A02	0341	여성벨트	지갑/벨트	BAG & ACC
A02	0342	남성벨트	지갑/벨트	BAG & ACC
A02	0343	서류가방	가방	BAG & ACC
A02	0344	학생가방	가방	BAG & ACC
A02	0345	캐주얼가방	가방	BAG & ACC
A02	0346	아동가방	가방	BAG & ACC
A02	0347	온라인가방	가방	BAG & ACC
A02	0348	여행가방	TRAVEL	BAG & ACC
A02	0349	여행용품	TRAVEL	BAG & ACC
A02	0350	액세서리행사	미입점행사	잡화브랜드
A02	0351	피혁행사	미입점행사	잡화브랜드
A02	0352	명품행사	미입점행사	잡화브랜드
A02	0353	선글라스행사	미입점행사	잡화브랜드
A02	0354	멀티샵브랜드	잡화멀티샵	잡화브랜드
A02	0355	캐릭터브랜드	잡화멀티샵	잡화브랜드
A02	0356	피혁브랜드	피혁브랜드	잡화브랜드
A02	0357	명품브랜드	피혁브랜드	잡화브랜드
A02	0358	여행가방브랜드	가방브랜드	잡화브랜드
A02	0359	캐주얼가방브랜드	가방브랜드	잡화브랜드
A02	0360	아동모	모자	BAG & ACC
A02	0361	시즌모	모자	BAG & ACC
A02	0362	야구모	모자	BAG & ACC
A02	0363	벙거지	모자	BAG & ACC
A02	0364	헤드웨어	모자	BAG & ACC
A02	0365	우산	우산/양산	BAG & ACC
A02	0366	양산	우산/양산	BAG & ACC
A02	0367	우의	우산/양산	BAG & ACC
A02	0368	장화	우산/양산	BAG & ACC
A02	0369	스카프	시즌잡화	BAG & ACC
A02	0370	머플러	시즌잡화	BAG & ACC
A02	0371	워머	시즌잡화	BAG & ACC
A02	0372	시즌소품	시즌잡화	BAG & ACC
A02	0373	아동장갑	장갑	BAG & ACC
A02	0374	가죽장갑	장갑	BAG & ACC
A02	0375	캐주얼장갑	장갑	BAG & ACC
A02	0376	모장갑	장갑	BAG & ACC
A02	0377	유아브랜드	유아브랜드	아동유아브랜드
A02	0378	토들러	아동브랜드	아동유아브랜드
A02	0379	키즈	아동브랜드	아동유아브랜드
A02	0380	주니어	아동브랜드	아동유아브랜드
A02	0381	아동행사	아동브랜드	아동유아브랜드
A02	0382	컨셉편집	아동복합샵	아동유아브랜드
A02	0383	카테고리킬러	아동복합샵	아동유아브랜드
A02	0384	영컨셉	여성캐주얼브랜드	여성의류브랜드
A02	0385	미시	여성캐주얼브랜드	여성의류브랜드
A02	0386	마담	여성캐주얼브랜드	여성의류브랜드
A02	0387	여성행사	여성캐주얼브랜드	여성의류브랜드
A02	0388	SPA	이지캐주얼브랜드	여성의류브랜드
A02	0389	유니섹스	이지캐주얼브랜드	여성의류브랜드
A02	0390	스타일리쉬	이지캐주얼브랜드	여성의류브랜드
A02	0391	진캐주얼	이지캐주얼브랜드	여성의류브랜드
A02	0392	이지행사	이지캐주얼브랜드	여성의류브랜드
A02	0393	여성편집	스트리트편집샵	여성의류브랜드
A02	0394	SPICY 편집	스트리트편집샵	여성의류브랜드
A02	0395	SPA	복합샵	남성의류브랜드
A02	0396	셔츠	비즈니스정장	남성의류브랜드
A02	0397	캐릭터정장	비즈니스정장	남성의류브랜드
A02	0398	포말정장	비즈니스정장	남성의류브랜드
A02	0399	타운캐주얼	시티캐주얼	남성의류브랜드
A02	0400	골프캐주얼	시티캐주얼	남성의류브랜드
A02	0401	시즌행사	시티캐주얼	남성의류브랜드
A02	0402	마담/어덜트상의	마담/어덜트	여성의류편집
A02	0403	마담/어덜트하의	마담/어덜트	여성의류편집
A02	0404	마담/어덜트원피스	마담/어덜트	여성의류편집
A02	0405	마담/어덜트아우터	마담/어덜트	여성의류편집
A02	0406	마담/어덜트특정	마담/어덜트	여성의류편집
A02	0407	미시캐주얼상의	미시캐주얼	여성의류편집
A02	0408	미시캐주얼하의	미시캐주얼	여성의류편집
A02	0409	미시캐주얼원피스	미시캐주얼	여성의류편집
A02	0410	미시캐주얼아우터	미시캐주얼	여성의류편집
A02	0411	여성베이직상의	여성베이직	여성의류편집
A02	0412	여성이지캐주얼상의	여성이지캐주얼	여성의류편집
A02	0413	여성이지캐주얼하의	여성이지캐주얼	여성의류편집
A02	0414	여성이지캐주얼원피스	여성이지캐주얼	여성의류편집
A02	0415	여성이지캐주얼아우터	여성이지캐주얼	여성의류편집
A02	0416	아동병행수입	병행수입	남성의류편집
A02	0417	남성베이직상의	남성베이직	남성의류편집
A02	0418	남성스포츠상의	남성스포츠	남성의류편집
A02	0419	남성스포츠하의	남성스포츠	남성의류편집
A02	0420	남성스포츠아우터	남성스포츠	남성의류편집
A02	0421	남성어덜트캐주얼상의	남성어덜트캐주얼	남성의류편집
A02	0422	남성어덜트캐주얼하의	남성어덜트캐주얼	남성의류편집
A02	0423	남성어덜트캐주얼아우터	남성어덜트캐주얼	남성의류편집
A02	0424	남성이지캐주얼상의	남성이지캐주얼	남성의류편집
A02	0425	남성이지캐주얼하의	남성이지캐주얼	남성의류편집
A02	0426	남성이지캐주얼아우터	남성이지캐주얼	남성의류편집
A02	0427	유아용품	유아용품	아동유아편집
A02	0428	유아토들러내의	유아토들러	아동유아편집
A02	0429	유아토들러상의	유아토들러	아동유아편집
A02	0430	유아토들러상하복	유아토들러	아동유아편집
A02	0431	유아토들러아우터	유아토들러	아동유아편집
A02	0432	유아토들러하의	유아토들러	아동유아편집
A02	0433	주니어스포츠상의	주니어스포츠	아동유아편집
A02	0434	주니어스포츠상하복	주니어스포츠	아동유아편집
A02	0435	주니어스포츠아우터	주니어스포츠	아동유아편집
A02	0436	주니어스포츠하의	주니어스포츠	아동유아편집
A02	0437	주니어상의	주니어웨어	아동유아편집
A02	0438	주니어아우터	주니어웨어	아동유아편집
A02	0439	주니어하의	주니어웨어	아동유아편집
A02	0440	브랜드	윈터스포츠	시즌스포츠
A02	0441	스키/보드용품	윈터스포츠	시즌스포츠
A02	0442	스키/보드의류	윈터스포츠	시즌스포츠
A02	0443	브랜드	워터스포츠	시즌스포츠
A02	0444	물놀이용품	워터스포츠	시즌스포츠
A02	0445	패션수영복	워터스포츠	시즌스포츠
A02	0446	워터스포츠용품	워터스포츠	시즌스포츠
A02	0447	인라인스케이트	롤러보드	스포츠용품
A02	0448	보드류	롤러보드	스포츠용품
A02	0449	롤러보드용품	롤러보드	스포츠용품
A02	0450	팀유니폼	구기용품	스포츠용품
A02	0451	브랜드	브랜드	아웃도어
A02	0452	미입점행사	브랜드	아웃도어
A02	0453	등산의류	등산	아웃도어
A02	0454	등산화	등산	아웃도어
A02	0455	등산배낭	등산	아웃도어
A02	0456	등산소품	등산	아웃도어
A02	0457	캠핑취사용품	캠핑	아웃도어
A02	0458	캠핑퍼니처용품	캠핑	아웃도어
A02	0459	캠핑텐트류	캠핑	아웃도어
A02	0460	캠핑소품	캠핑	아웃도어
A02	0461	배드민턴용품	라켓스포츠	스포츠용품
A02	0462	테니스용품	라켓스포츠	스포츠용품
A02	0463	탁구용품	라켓스포츠	스포츠용품
A02	0464	웨이트용품	헬스용품	스포츠용품
A02	0465	피트니스용품	헬스용품	스포츠용품
A02	0466	측정용품	헬스용품	스포츠용품
A02	0467	보호대용품	헬스용품	스포츠용품
A02	0468	기타헬스용품	헬스용품	스포츠용품
A02	0469	안마용품	시니어건강용품	스포츠용품
A02	0470	생활용품	시니어건강용품	스포츠용품
A02	0471	일반자전거	자전거	스포츠용품
A02	0472	브랜드	스포츠의류	스포츠용품
A02	0473	기능성의류	스포츠의류	스포츠용품
A02	0474	기타스포츠의류	스포츠의류	스포츠용품
A02	0475	스포츠장갑	스포츠ACC	스포츠용품
A02	0476	스포츠양말	스포츠ACC	스포츠용품
A02	0477	스포츠가방	스포츠ACC	스포츠용품
A02	0478	기타스포츠ACC	스포츠ACC	스포츠용품
A02	0479	브랜드	브랜드	스포츠브랜드
A02	0480	미입점행사	브랜드	스포츠브랜드
A02	0481	브랜드기획	브랜드	스포츠브랜드
A02	0482	브랜드	골프	스포츠브랜드
A02	0483	골프공	골프	스포츠브랜드
A02	0484	골프장갑	골프	스포츠브랜드
A02	0485	골프화	골프	스포츠브랜드
A02	0486	골프백	골프	스포츠브랜드
A02	0487	골프소품	골프	스포츠브랜드
A02	0488	일반섬유유연제	섬유유연제	세제
A02	0489	고농축섬유유연제	섬유유연제	세제
A02	0490	일반표백제	표백제	세제
A02	0491	고농축표백제	표백제	세제
A02	0492	락스	주거세제	세제
A02	0493	파리모기살충제	살충제	세제
A02	0494	바퀴개미살충제	살충제	세제
A02	0495	탈취제	탈취제	세제
A02	0496	제습제	제습제	세제
A02	0497	천연세정제	주방세제	세제
A02	0498	유아기저귀	유아위생용품	위생용품
A02	0499	온라인유아기저귀	유아위생용품	위생용품
A02	0500	유아세제	유아위생용품	위생용품
A02	0501	수유용품	유아위생용품	위생용품
A02	0502	유아용품	유아위생용품	위생용품
A02	0503	환자용위생용품	시니어위생용품	위생용품
A02	0504	요실금용위생용품	시니어위생용품	위생용품
A02	0505	일반생리대	여성위생용품	위생용품
A02	0506	탐폰형생리대	여성위생용품	위생용품
A02	0507	팬티라이너	여성위생용품	위생용품
A02	0508	가정용화장지	화장지	위생용품
A02	0509	업소용화장지	화장지	위생용품
A02	0510	즉석오징어	즉석구이안주	마른안주
A02	0511	키친타올	키친타올	위생용품
A02	0512	냅킨	키친타올	위생용품
A02	0513	유아물티슈	물티슈	위생용품
A02	0514	일반물티슈	물티슈	위생용품
A02	0515	기능성물티슈	물티슈	위생용품
A02	0516	온라인물티슈	물티슈	위생용품
A02	0517	미용티슈	미용티슈	위생용품
A02	0518	여행용미용티슈	미용티슈	위생용품
A02	0519	생활도자기	그릇/수저	쿠킹&테이블웨어
A02	0520	브랜드도자기	그릇/수저	쿠킹&테이블웨어
A02	0521	수저	그릇/수저	쿠킹&테이블웨어
A02	0522	컵	그릇/수저	쿠킹&테이블웨어
A02	0523	텀블러	그릇/수저	쿠킹&테이블웨어
A02	0524	제빵용품	그릇/수저	쿠킹&테이블웨어
A02	0525	커피/티용품	그릇/수저	쿠킹&테이블웨어
A02	0526	테이블장식용품	그릇/수저	쿠킹&테이블웨어
A02	0527	온라인그릇/수저	그릇/수저	쿠킹&테이블웨어
A02	0528	기능성우유	흰우유	데일리
A02	0529	유아수저	유아식기	쿠킹&테이블웨어
A02	0530	유아그릇	유아식기	쿠킹&테이블웨어
A02	0531	유아물병	유아식기	쿠킹&테이블웨어
A02	0532	국산고등어	고등어/삼치	일반생선
A02	0533	국산고등어자반	고등어/삼치	일반생선
A02	0534	국산삼치	고등어/삼치	일반생선
A02	0535	친환경우유	흰우유	데일리
A02	0536	어린이우유	흰우유	데일리
A02	0537	멸균흰우유	흰우유	데일리
A02	0538	과일맛우유	가공우유	데일리
A02	0539	커피/초코우유	가공우유	데일리
A02	0540	견과우유/냉장두유	가공우유	데일리
A02	0541	멸균가공우유	가공우유	데일리
A02	1103	Local아욱	LOCAL잎채소	잎/샐러드채소
A02	1104	Local양배추	LOCAL잎채소	잎/샐러드채소
A02	1105	Local갓	LOCAL김치채소	잎/샐러드채소
A02	1106	Local배추	LOCAL김치채소	잎/샐러드채소
A02	1107	Local얼갈이	LOCAL김치채소	잎/샐러드채소
A02	1108	Local열무	LOCAL김치채소	잎/샐러드채소
A02	1109	간편구색	샐러드/간편채소	잎/샐러드채소
A02	1110	간편양념	샐러드/간편채소	잎/샐러드채소
A02	1111	드레싱	샐러드/간편채소	잎/샐러드채소
A02	1112	샐러드	샐러드/간편채소	잎/샐러드채소
A02	1113	남성바디케어	남성용품	Beauty&Aroma
A02	1114	남성헤어케어	남성용품	Beauty&Aroma
A02	1115	남성훼이셜케어	남성용품	Beauty&Aroma
A02	1116	면도기	남성용품	Beauty&Aroma
A02	1117	면도보조용품	남성용품	Beauty&Aroma
A02	1118	의약외품	개인위생용품	Beauty&Aroma
A02	1119	기타 바디케어	바디케어	Beauty&Aroma
